P_Code,Longitud_E,Latitude_N,ACS_CODE,CAD_CODE,Governorate,Governorate_Arabic,District,District_Arabic,C_Ref_name,Village,Name of Health Facility,Short_Name,Name From MOPH List Arabic,"Focal Points at Health Facilities 

",Telephone,Fax,Mobile,E-mail,MOPH Network  (180)  March 2015,Added to the initial IfS list_March2015,MOPH Under probation_as of March2015 by MOPH, SUBSIDIZED SERVICES (3-5 consultation fees)  (YES)  / OR FULL PHC PRICE CHARGED TO REFUGEES ( NO) ,Funded by UNHCR 2015,Other Funding Agencies or  MOSA,Supported_By IP,Operational Status  (YES or NO),SOLAR FRIDGE NEED (PLEASE INSERT YES or NO ) Cold chain for vaccines,Other  Organization EN,Other  Organization Ar
21344_31_001,35.677586,33.807679,21344,21026,Mount Lebanon,جبل لبنان,Baabda,بعبدا,Qrayet Baabda,Qrayet Baabda,Almeten el aala/Qrayee,Almeten el aala/Qrayee,مركز المتن الاعلى الطبي - القرية,Mira Ghaziri ,05-263211 05 263189,,03-258486,matenmedical@hotmail.com,No,Old_list_ifs,No,No,No,No,No,No,No,Municipality of Qrayet ,بلدية القرية
21351_31_001,35.65727093,33.84707975,21351,21033,Mount Lebanon,جبل لبنان,Baabda,بعبدا,Ras El Matn,Ras El-Matn,Ras El-Matn Medical Center,Ras El-Matn Medical Center,مركز رأس المتن الطبي- جمعية سيدات رأس المتن,Mrs. Lamia Hassan,05-380352,,03-752858,ras_elmetn_ws@hotmail.com,New180,Old IFS,No,No,No,No,No,No,No,Ras El-Matn Women Association,جمعية سيدات راس المتن
23511_31_001,35.558023,33.67964,23511,23022,Mount Lebanon,جبل لبنان,Chouf, الشوف,Baaqline,Beit Baakleen,Beit Baakleen Medical Center,Beit Baakleen Medical Center,مركز بيت بعقلين الطبي,Mrs Siham Khder,05-304081,01-780700,03-596555 / 70-303084,siham.fk@hotmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,Beit Baakleen Association,جمعية بيت بعقلين
23251_31_001,35.441761,33.649664,23251,23005,Mount Lebanon,جبل لبنان,Chouf, الشوف,Barja,Barja ,Cultural Club,Cultural Club,"مستوصف النادي الثقافي الإجتماعي، برجا",Ghada Barraj ,07-623129,,,,No,No,No,Yes,No,No,IMC,Yes,Yes,,
23679_31_001,35.68031082,33.70617001,23679,23069,Mount Lebanon,جبل لبنان,Chouf, الشوف,Barouk,Barouk,Barouk Governmental Health  Center,Barouk Governmental Health  Center,المركز الصحي الباروك,Dr. Youssef Halawi,05-241018,05-241018,03-700351,dr.fidaa-b@hotmail.com,New180,Old IFS,No,No,No,No,No,No,No,The Ministry of Public Health with barouk Municipality, مراكز وزارة الصحة العامة بادارة بلدية الباروك
23411_31_001,35.579901,33.69141007,23411,23021,Mount Lebanon,جبل لبنان,Chouf, الشوف,Beit Ed-Dine,Beit ed Dine,Beit El Din TB Center,Beit El Din TB Center,مركز الرعاية الصحية الأولية - بيت الدين,Dr. Zaher Abu Chakra,05-500048,05-500013 / 05-501347,03-117994,phc.beieddin@gmail.com,New180,Old IFS,No,Yes,No,MoPH,No,Yes,No,"TB Centers, MoPH", مراكز وزارة الصحة العامة بادارة مؤسسات اهلية
23211_31_001,35.48909114,33.61910024,23211,23013,Mount Lebanon,جبل لبنان,Chouf, الشوف,Chhim,Chhime,"Chhim Goernmental Health Centre 
","Chhim Goernmental Health Centre 
",شحيم الصحي الحكومي,Dr. Mohamad El-Hijawi,07-241784,07-242107,03-512160,chhim.g.h@live.com,New180,Old IFS,No,No,No,No,No,No,No,MOPH / IMC, وزارة الصحة العامة
23211_31_002,35.48909114,33.61910024,23211,23013,Mount Lebanon,جبل لبنان,Chouf, الشوف,Chhim,Chehime,Social Association Chehime ,Social Association Chehime ,,,07-242797,,,,No,Old_list_ifs,No,No,No,No,No,No,No,IOCC/ACT ALLIANCE,
23413_31_001,35.56111936,33.69618049,23413,23020,Mount Lebanon,جبل لبنان,Chouf, الشوف,Deir El-Qamar,Deir el Qamar,CARITAS  Lebanon Primary Health Care Center ,CARITAS  Lebanon Primary Health Care Center ,,,05-511616,,,,No,No,No,No,No,No,No,Yes,No,Caritas Liban ,
23271_31_001,35.399895,33.629566,23271,23007,Mount Lebanon,جبل لبنان,Chouf, الشوف,Jadra,Ouadi Ez Zeyni,Rafik Hariri Foundation ,Rafik Hariri Foundation ,"مستوصف وادي الزينة، مؤسسة رفيق الحريري، وادي الزينة، ",Rania Zaatari ,07-972144,,03-944170, raniazaatari@hotmail.com,No,No,No,Yes,Yes,No,IMC,Yes,Yes,,
23231_31_002,35.4474,33.61679,23231,23017,Mount Lebanon,جبل لبنان,Chouf, الشوف,Ketermaya,Ketermaya,The Awareness and Consolation Association,The Awareness and Consolation Association,,Imad  Saeed ,07-971983,,03-863018,imad5691@gmail.com,No,Old_list_ifs,No,Yes,No,PU-AMI,No,Yes,Yes,PU-AMI,
23439_31_001,35.5255211,33.6881701,23439,23040,Mount Lebanon,جبل لبنان,Chouf, الشوف,Kfar Him,Kfar Him,Kfarheem Primary Health Care Center,Kfarheem Primary Health Care Center,مركز كفرحيم للرعاية الصحية - مؤسسة الفرح الاجتماعية,Dr. Ali Abu Dargham,05-720561,05-720606,03-783928,hak18_12@hotmail.com / samar-331@hotmail.com / maya_massoud@hotmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,Farah Social Foundation / PU-AMI,مؤسسة الفرح الاجتماعية
23635_31_001,35.64103,33.64831,23635,23071,Mount Lebanon,جبل لبنان,Chouf, الشوف,Khereibet Ech-Chouf,Khreibet El-Chouf,Khreibet El-Chouf Dispensary,Khreibet El-Chouf Dispensary,مستوصف خريبة الشوف,Mrs. Itaf El-Ashkar,05-311145,,,,New180,Old_list_ifs,Probation,No,No,No,No,No,No,Khreibet El-Chouf Club,نادي الخريبة الشوف
23141_31_001,35.464862,33.747243,23141,23001,Mount Lebanon,جبل لبنان,Chouf, الشوف,Naame,Nehme ,MOSA PHC- Nehme,MOSA -Nehme,"مركز الشؤون الإجتماعية، الناعمة",Seema Mouaweya ,05-602338,,,,No,No,No,Yes,No,MOSA,IMC,Yes,No,MOSA, وزارة الشؤون الاجتماعية
22228_31_001,35.554848,33.881233,22228,22002,Mount Lebanon,جبل لبنان,El Meten,المتن,Baouchriye,Sad el Baouchriye,Caritas Lebanon Migrants Center (CLMC) & Community Center,Caritas Lebanon Migrants Center and CCenter,,"Petra Beyrouti
",01-689479/01-681942,,70-168203,,No,No,No,No,No,No,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
22228_31_002,35.55845947,33.8841769,22228,22002,Mount Lebanon,جبل لبنان,El Meten,المتن,Baouchriye,Sad El-Bouchrieh,Saint Charbel Dispensary / Sad El- Bouchrieh,Saint Charbel Dispensary / Sad El- Bouchrieh,مستوصف مار شربل/سد البوشرية,Mr. Elie Tannori,01-900642,,03-655449,dispensaire.stcharbel.sedelbouchrieh@hotmail.com,New180,Old_list_ifs,Probation,No,No,No,No,No,No,Saint Charbel Association with El-Jdaideh Municipality,جمعية مار شربل / بلدية الجديدية
22228_31_003,35.55780275,33.89425276,22228,22002,Mount Lebanon,جبل لبنان,El Meten,المتن,Baouchriye,Daoura,HIV/AIDS NAP Center,HIV/AIDS NAP Center,,,01-566101 / 01-566102,,,,No,No,No,No,No,No,No,No,No,"NAP Centers, MoPH",
22797_31_001,35.80176,33.94187,22797,22089,Mount Lebanon,جبل لبنان,El Meten,المتن,Baskinta,Baskinta,Saint Sassine Dispensary / Baskinta,Saint Sassine Dispensary / Baskinta,مستوصف مار ساسين,Sister Claire Khoury,04-288655,,70-952544,sr.therese.habib@gmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,the Lebanese  Maronite monastery,الرهبانية المارونية اللبنانية
22667_31_001,35.60170104,33.86397974,22667,22044,Mount Lebanon,جبل لبنان,El Meten,المتن,Beit Meri,Beit Meri - Saint Sassine Church,Saint Antoine Health Center / Beit Meri,Saint Antoine Health Center / Beit Meri,مستوصف سان انطوان بيت مري,Mrs. Lourance Rohana,04-872063,04-870455,03-970444,stantoinemedcenterbm@yahoo.com,New180,Old_list_ifs,Probation,No,No,No,No,No,No,Roman Catholic Charity Association with Beit Meri Municipality,الجمعية الخيرية للروم الكاثوليك / بلدية بيت مري
22511_31_001,35.68411091,33.9204396,22511,22057,Mount Lebanon,جبل لبنان,El Meten,المتن,Bikfaya,Bikfaya,Public Aid Center / Bikfaya,Public Aid Center / Bikfaya,مركز النجدة الشعبية/ بكفيا,Dr. Daniel Saade,04-986718,,,unidan@hotmail.com,No,No,No,No,No,No,No,No,No,Secours Populaire libanais,النجدة الشعبية
22111_31_001,35.54450116,33.88760971,22111,22001,Mount Lebanon,جبل لبنان,El Meten,المتن,Bourj Hammoud,Borj Hammoud,Karagheusian Center for Child Welfare ,Karagheusian Center for Child Welfare ,مركز قراكوزيان الصحي,Mr. Sirop Ohanian,01-263030,01-260537,03-558951, hkcc@terra.net.lb  nanor.kelenjian@hkcc.org.lb,New180,Old IFS,No,Yes,Yes,No,IMC,Yes,No,The Charity Association for Children Care  Karagheusian,الجمعية الخيرية لرعاية الاطفال قره كوزيان
22111_31_002,35.53958,33.88857,22111,22001,Mount Lebanon,جبل لبنان,El Meten,المتن,Bourj Hammoud,Borj hammoud - Sis Camp,The Boulghourjian Socio-Medical Center,The Boulghourjian Socio-Medical Center,مركز صليب إعانة الأرمن بولغورجيان - برج حمود,Mrs. Vergini Khorshidian,01-253793,,,arcl-absmc@hotmail.com,New180,Old IFS,No,No,No,No,No,No,No,The Armenian Relief Cross Association,جمعية صليب اعانة الارمن
22757_31_001,35.7446708,33.92832957,22757,22096,Mount Lebanon,جبل لبنان,El Meten,المتن,Bteghrine,Bteghreen,Bteghreen Governmental Health Center,Bteghreen Governmental Health Center,المركز الطبي / بتغرين,Mrs. Samira Saliba,04-270500,04-273270,03-497553,samirasaliba1@hotmail.com,New180,Old_list_ifs,Probation,No,No,No,No,No,No,The Ministry of Public Health With The Murr Foundation, مراكز وزارة الصحة العامة بادارة مؤسسة المر
22419_31_001,35.5750011,33.87899972,22419,22017,Mount Lebanon,جبل لبنان,El Meten,المتن,Fanar,Fanar,Voix de la femme - Fanar Medical Social Center,Fanar Medical Social Center,الطبي الإجتماعي – الفنار,Mrs Fabia Kilani,01-684362,,03-422009,lavflfanar@helpvfl.com,New180,Old IFS,No,Yes,Yes,No,IMC,Yes,No,The Lebanese Woman Voice Association with Fanar Municipality,جمعية صوت المرأة اللبنانية / بلدية الفنار
22211_31_001,35.56947769,33.89035079,22211,22005,Mount Lebanon,جبل لبنان,El Meten,المتن,Jdaidet El-Matn,Ras el Jdaide,Mar Antonious PHCC,Mar Antonious PHCC,مستوصف مار انطونيوس/الجديدة,Sister Hanaan Youssef,01-900966,,03-724139,dispstantoine@hotmail.com,New180,Old IFS,No,Yes,No,No,IMC,Yes,No,El-Rai El-Saleh Nuns'  Association with jdaideh Municipality ,جمعية راهبات الراعي الصالح / بلدية الجديدة
22747_31_001,35.73439,33.92923,22747,22079,Mount Lebanon,جبل لبنان,El Meten,المتن,Khinchara,Khinchara,Dispensary Prophet Elias,Dispensary Prophet Elias,مستوصف النبي الياس - الخنشارة,Pere Bernard Touma,04-271585,,03-855883,,No,No,No,No,No,No,No,No,No,,الرهبانية الباسلية الشويرية / بلدية الخنشارة
22155_31_001,35.53323889,33.88229722,22155,22004,Mount Lebanon,جبل لبنان,El Meten,المتن,Sinn El-Fil,Jisr El Wati,arcenciel center,arcenciel center,,Marcha el Choueiry ,01-564630,,,,No,No,No,No,No,No,No,No,No,FPSC,
26141_31_001,35.64107478,34.14225806,26141,26021,Mount Lebanon,جبل لبنان,Jbeil,جبيل,Aamchit,Aamchit,Development Services Center - Amshit,Development Services Center - Amshit,مركز الخدمات الانمائية - عمشيت,Mouna Zakhya,,,70-113926,,No,No,No,No,No,No,No,No,No,MOSA, وزارة الشؤون الاجتماعية
26271_31_001,35.70700099,34.16299914,26271,26078,Mount Lebanon,جبل لبنان,Jbeil,جبيل,Beit Habbaq,Beit Hebaak,Beit Hebaak Dispensary,Beit Hebaak Dispensary,مستوصف بيت حباق - جبيل,Sister Wadad Shaheen,09-735382,09-735019,70-120927,srwadadchahine@gmail.com,No,Old_list_ifs,No,No,No,No,No,No,No,Lebanon Girl Foundation of Sisters of the Holy Eucharist,وزارة الشؤون الاجتماعية / مؤسسة فتاةة لبنان لراهبات القربان الاقدس
26111_31_001,35.65301067,34.11671809,26111,26020,Mount Lebanon,جبل لبنان,Jbeil,جبيل,Jbayl,Jbeil - Our Lady Martine Church ,The comprehensive Health Services Center,The comprehensive Health Services Center,مستوصف جمعية اصدقاء بيبلوس,Mr. imad Ghanem,09-543809,09-942860,03-894026,otielias@yahoo.com,New180,Old IFS,Probation,No,No,No,No,No,No,Byblos Friends' Association,جمعية اصدقاء بيبلوس
26111_31_002,35.6495008,34.12698176,26111,26020,Mount Lebanon,جبل لبنان,Jbeil,جبيل,Jbayl,Jbeil,Jbeil Qadaa Governmental Dispensary,Jbeil Qadaa Governmental Dispensary,طبابة قضاء جبيل,Dr. Chawki El-Helou,09-540218,09-942905,03-717417,esu518@yahoo.com,New180,Old IFS,No,Yes,Yes,No,IMC,Yes,No,The Ministry of Public Helath with Jbeil Municiplaity, مراكز وزارة الصحة العامة بادارة بلدية جبيل
26218_31_001,35.76574115,34.14196918,26218,26088,Mount Lebanon,جبل لبنان,Jbeil,جبيل,Michmich Jbayl,Meshmesh,Mesmesh Municipality Dispensary,Mesmesh Municipality Dispensary,مستوصف بلدية مشمش,Mr. Richard Hanna / Evline Rafeaa,09-760930,,03-378391 / 71-865057,moustawsef.mechmech@hotmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,Meshmesh Municipality, بلدية مشمش
26171_31_001,35.64891,34.062013,26171,26016,Mount Lebanon,جبل لبنان,Jbeil,جبيل,Nahr Ibrahim,Nahr Ibrahim,Naher Ibrahim Center,Naher Ibrahim Center,مركز نهر ابراهيم,Charbel Mereib,09-447070,09-446300,03-636046,tonimtr@hotmail.com,No,No,No,No,No,No,No,No,No,Nahr Ibrahim Municipality,بلدية نهر ابراهيم
25221_31_001,35.673891,33.952189,25221,25031,Mount Lebanon,جبل لبنان,Kesrwane, كسروان,Balloune,balooneh,The Socio medical Center / Balooneh,The Socio medical Center / Balooneh,المركز الصحي الاجتماعي بلونه,Mrs. Mirna El-Mzawak,09-230377,09-231119,03-237012,,New180,Old IFS,Probation,No,No,No,No,No,No,Ofra Association with Balooneh Municipality,جمعية اوفرا / البلدية
25427_31_001,35.743675,33.995181,25427,25037,Mount Lebanon,جبل لبنان,Kesrwane, كسروان,Faytroun,Faytroun,Development Services Center - Feytroun,Development Services Center - Feytroun,مركز الخدمات الانمائية - فيطرون,Maya Al samra Chidyak,09-950490,,78-839363,,No,No,No,No,No,No,No,No,No,MOSA / Municipality of Faytroun, وزارة الشؤون الاجتماعية و بلدية فيطرون
25471_31_001,35.79589075,34.01852938,25471,25087,Mount Lebanon,جبل لبنان,Kesrwane, كسروان,Hrajel,Hrajel,Hrajel Governmental Health Center,Hrajel Governmental Health Center,مركز حراجل الصحي الحكومي,Mr. George Akiki,09-322460,09-322460,70-841706,hrajelmedicalcenter@hotmail.com,New180,Old IFS,Probation,No,No,No,No,No,No,The Maronite Diocese of Jounieh, مراكز وزارة الصحة العامة بادارة مطرانية جونيه المارونية
25111_31_001,35.62170833,33.97547779,25111,25003,Mount Lebanon,جبل لبنان,Kesrwane, كسروان,Jounie Sarba,Sarba,CARITAS  Lebanon Primary Health Care Center ,CARITAS  Lebanon Primary Health Care Center ,,,09-637227,,,,No,No,No,No,No,No,No,Yes,No,Caritas Liban ,
25111_31_002,35.6260028,33.98252321,25111,25003,Mount Lebanon,جبل لبنان,Kesrwane, كسروان,Jounie Sarba,Ghadeer,Socio-Medical Center / Ghadeer,Socio-Medical Center / Ghadeer,مركز سيدة لورد/غادير,Mr. Toni Awdeh,09-901700,,03-023233,clinic.ndl@gmail.com,New180,Old IFS,Probation,No,No,No,No,No,No,Society of our Lady of Lourdes,جمعية سيدة لورد
25411_31_001,35.702879,33.97734633,25411,25035,Mount Lebanon,جبل لبنان,Kesrwane, كسروان,Rayfoun,Raifoun,CARITAS  Lebanon Primary Health Care Center ,CARITAS  Lebanon Primary Health Care Center ,,,09-953550,,,,No,No,No,No,No,No,No,Yes,No,Caritas Liban ,
25375_31_001,35.68687,34.06254,25375,25061,Mount Lebanon,جبل لبنان,Kesrwane, كسروان,Zaitoun,Zaitoun,zaytoun charity center,zaytoun charity center,مركز زيتون الخيري,Roula Fahed,09-860883 / 09-860801,,,,No,No,No,No,No,No,No,No,No,Municipality of zaitoun,بلدية زيتون
35249_31_001,36.11582,34.633487,35249,35041,Akkar,عكار,Akkar,عكار,Aabboudiye,Aabboudiye,Aboudiyeh Dispensary government ,Aboudiyeh Dispensary government ,مستوصف العبودية الحكومي,Mouhammad al Soumaai,06-212974,,03-624356,,New180,New IFS,No,No,No,Inma' el Chmel,No,No,No,MOPH/Municipality, مراكز وزارة الصحة العامة بادارة بلديات
35191_31_001,36.23781015,34.52516827,35191,35085,Akkar,عكار,Akkar,عكار,Aakkar El-Aatiqa,Akkar alatika,Hariri medical center /Akkar,Hariri medical center /Akkar,مديرية الصحة - عكار - مؤسسة رفيق الحريري,Roudeyna Hassna,06-885210,06-392021,,dr.m.khodor@hotmail.com / dr-Ahmadkaram@hotmail.com,New180,Old_list_ifs,No,No,No,Hariri Foundation,No,Yes,No,Directed by Hariri foundation, مؤسسة رفيق الحريري
35512_31_001,36.35898,34.63027,35512,35162ND,Akkar,عكار,Akkar,عكار,Aamayer,Wadi Khaled,Alaaransa charity center,Alaaransa charity center,مركز العرانسة الخيري - وادي خالد,Abdallah almohamad,06-870110,,03-494635,aranissa@outlook.com,New180,Old_list_ifs,No,No,No,No,No,Yes,No,Alaaransa charity association/municipality wadi Khaled,جمعية العرانسة الخيري / بلدية وادي خالد
35275_31_001,35.99566,34.49692,35275,35003,Akkar,عكار,Akkar,عكار,Bebnine,Bebnin,Bebnin government center,Bebnin government center,مستوصف ببنين الحكومي,Dr.Abdelwahab elmeribi / Dima Ousta,06-470992,,03-228767 / 70-502484,dr.wahab.morabi@gmail.com,New180,Old_list_ifs,No,No,No,MoPH,No,Yes,No,IOCC / ACT ALLIANCE  / Directed byMOPH-municipality &north development association,وزارة الصحة العامة / البلدية / جمعية انماء الشمال
35275_31_002,35.98800062,34.50699839,35275,35003,Akkar,عكار,Akkar,عكار,Bebnine,Bebnin,Iman medical center Bebnin,Iman medical center Bebnin,مركز الإيمان الطبي -  ببنين,Ali ouwayza,06-471303,06-471709,70-189871,imc_b07@hotmail.com,New180,Old IFS,No,Yes,Yes,IMA,IMC,Yes,Yes,UNHCR /IMC / Islamic medical association / Bebnin Municipality, الجمعية الطبية الاسلامية / بلدية ببنين
35314_31_002,36.031809,34.478602,35314,35051,Akkar,عكار,Akkar,عكار,Berkayel,Berkayel,Eamar Dispensary,Eamar Dispensary,مستوصف الاعمار,Mouhammad Zakaria (Abu Firas),,,71-003315,eitilaf@gmail.com ,No,No,No,Yes,No,Islamic Coalition,No,Yes,No,Coalition of Charity Associations for the Relief of the Syrian Displaced,ائتلاف الجمعيات الخيرية لإغاثة النازحين السوريين 
35314_31_001,36.03239,34.48215,35314,35051,Akkar,عكار,Akkar,عكار,berqayel,Berkayel,Irchad medical center/Berkayel,Irchad medical center/Berkayel,مركز الإرشاد الطبي,Dr.Ali Khaled / Dima Ousta,06-370047,,70-502484,taalouf@hotmail.com,New180,Old IFS,No,Yes,No,Irshad slamic Charity,No,Yes,No,IOCC / ACT ALLIANCE  / Irshad walislah islamic charity association,جمعية الارشاد و الاصلاح الخيرية الاسلامية / بلدية برقايل
35416_31_001,36.22687,34.59189,35416,35135ND,Akkar,عكار,Akkar,عكار,Biret Aakkar,albiri,Albiri hariri center,Albiri hariri center,مديرية الصحة - البيرة - مؤسسة رفيق الحريري,Issam aarakji,06-830664,,,,New180,Old_list_ifs,No,No,No,Hariri Foundation,No,Yes,No,Hariri foundation,مؤسسة رفيق الحريري / بلدية البيرة
35416_31_002,36.231048,34.587492,35416,35135ND,Akkar,عكار,Akkar,عكار,Biret Aakkar,albiri,Jami’a Shabab Al-‘Ata Al Jazil Clinic,Jami’a Shabab Al-‘Ata Al Jazil Clinic,عيادة جمعية شباب العطاء الجزيل,Mohammad Aouad Merheb,,,70-592957 / 76-941431,,No,No,No,Yes,No,PCPM,No,Yes,No,PCPM / Jami’a Shabab Al-‘Ata Al Jazil,جمعية شباب العطاء الجزيل
35123_31_001,36.07788046,34.53203831,35123,35048,Akkar,عكار,Akkar,عكار,Cheikh Taba,cheikh Taba,Saint paul comprehensive services,Saint paul comprehensive services,القديس بولس للخدمات الشاملة,Dr.Joseph rachkidi / Dima Ousta,06-691507,06-693194,03-772373 / 70-502484,medicalcenter.saintpaul1994@gmail.com,New180,Old IFS,No,No,No,No,No,Yes,No,IOCC / ACT ALLIANCE  / directed by roum orthodox cathedral, مطرانية الروم الارثوذوكس
35353_31_001,36.18295,34.47533,35353,35167ND,Akkar,عكار,Akkar,عكار,Fnaydeq,Fneidek,Fneidek Governmental center,Fneidek Governmental center,مستوصف فنيدق الحكومي,Fatme Diab,06-896311,,78-801704,,New180,Old_list_ifs,No,Yes,Yes,Municipality,IMC,Yes,"NEED Technical support 
(installation)",UNHCR/IMC / fneidek municipality,بلدية فنيدق
35111_31_001,36.07665,34.54402,35111,35030,Akkar,عكار,Akkar,عكار,Halba,Halba,Najdeh chaabieh halba,Najdeh chaabieh halba,مركز النجدة الشعبية - حلبا,Kamel Mansour,06-691600,06-691250,70-312414,splakkar@hotmail.com,New180,Old IFS,No,No,No,Najdeh chaabieh & municipality,No,Yes,No,Najdeh chaabieh & municipality,جمعية النجدة الشعبية / بلدية حلبا
35111_31_002,36.077047,34.54233,35111,35030,Akkar,عكار,Akkar,عكار,Halba,Halba,Halba's Primary Healthcare Centre,Halba's Primary Healthcare Centre,المركز الصحي حلبا,Khaled El Merehbi,06-695589,06-695589,70-122455,,No,Old_list_ifs,No,No,No,No,No,Yes,No,IMC / North Development Society,جمعية انماء الشمال
35216_31_001,36.095636,34.558628,35216,35033,Akkar,عكار,Akkar,عكار,Khreibet Ej-Jindi,Khraibet El Jondi,Charity Medical Center,Charity Medical Center,المركز الطبي الخيري,Dr. Mohammad Ayoubi ,,,70-921988,,No,No,No,Yes,No,PU-AMI,No,Yes,No,PU-AMI,
35137_31_001,36.11590039,34.54078828,35137,35082,Akkar,عكار,Akkar,عكار,Machha,Mashha,Mashha charity health center,Mashha charity health center,مشحا الصحي الخيري,yehya zoghbi / Dima Ousta / Dr Houryeh,06-690676,06-825896,03-439610 / 70-502484,moustawsaf.machha@hotmail.com,New180,Old IFS,No,Yes,Yes,No,IMC,Yes,Yes,UNHCR/ IMC/ rehabilitation &social care association,جمعية التاهيل و العناية الاجتماعية
35229_31_001,36.04892055,34.60588818,35229,35045,Akkar,عكار,Akkar,عكار,Massaaoudiye,Massoudieh,Alkaram charity center/Massoudieh,Alkaram charity center/Massoudieh,الكرم الخيري المسعودية,Dr.Ahmad Karam,06-810130,06-690014,03-674245,,New180,Old_list_ifs,Probation,Yes,No,No,No,Yes,No,Alkaram charity association,جمعية الكرم الخيرية
35516_31_001,36.33680002,34.63834802,35516,35168ND,Akkar,عكار,Akkar,عكار,Mazareaa Jabal Akroum,Wadi Khaled,Wadi Khaled health center,Wadi Khaled health center,مركز وادي خالد الصحي,Reem Rabah,06-870197,06-870197,,wadikhaled.center2003@hotmail.com,New180,Old IFS,No,Yes,Yes,Makassed Beirut (Mercy USAID MMU. EU for equipment/deliveries for unregistered SR),IMC,Yes,Yes,UNHCR/ IMC / Makassed association,جمعية المقاصد
35516_31_002,36.357803,34.557858,35516,35168ND,Akkar,عكار,Akkar,عكار,Mazareaa Jabal Akroum,Kfartoun,Kfartoun 's Municipality Dispensary,Kfartoun 's Municipality Dispensary,بلدية كفرتون,Hussein Al-Adraa,,,03-128953/03-435814,,No,Old_list_ifs,No,Yes,Yes,Municipality,IMC,Yes,Yes,UNHCR /IMC/ Municipality (MoPH&YMCA network),بلدية كفرتون
35351_31_001,36.17400023,34.44199845,35351,35084,Akkar,عكار,Akkar,عكار,Michmich Aakkar,Meshmesh,Maternal &Child care Municipality center/Meshmesh,Maternal &Child care Municipality Meshmesh,المركز البلدي لرعاية صحة ألأم والطفل - مشمش,Dr.Khaled Taleb,06-896155,06-895595,03-403092,markaz.mechmech.saha@hotmail.com,New180,Old_list_ifs,No,No,No,No,No,Yes,No,directed by Meshmesh municipality, بلدياة مشمش
35261_31_001,36.00179936,34.56331213,35261,35009,Akkar,عكار,Akkar,عكار,Mqaiteaa,Tall Hayat,Tall Hayat's Dispensary,Tall Hayat's Dispensary,مستوصف تل حياة,Ali Taha,,,70-118079 / 76-343417,,No,No,No,No,No,No,No,Yes,No,MOPH / WorldVision International,بلدية تل حياة 
35487_31_001,36.28511008,34.56801817,35487,35078,Akkar,عكار,Akkar,عكار,Qbaiyat Aakkar,Kobayat,Kobayat medico social center,Kobayat medico social center,المركز الطبي الاجتماعي- فرسان مالطا/ القبيات,Soeur May Khoury,06-350214,06-350027,70-556089,soeurmaykhoury@hotmail.com / pascal-tannous@hotmail.com / rose-fares@hotmail.com,New180,Old_list_ifs,No,Yes,No,Malte,No,Yes,No,directed by ordre souverrains  de malte,منظمة فرسان مالطا
35231_31_001,36.04025,34.59531,35231,35017,Akkar,عكار,Akkar,عكار,Tall Meaayan Tall Kiri,Telmeayan /Akkar,Telmeayan government center,Telmeayan government center,مستوصف تلمعيان الحكومي,Mohamad Khaled almasri,06-810688,,03-323788 - 70-540418,,New180,Old_list_ifs,No,Yes,Yes,Municipality,IMC,Yes,NEED Technical support,UNHCR/IMC / MOPH/Municipality,وزارة الصحة العامة / البلدية 
36171_31_001,35.97971,34.24175,36171,36065,North,الشمال,Bcharre, بشري,Hasroun,Hassroun,Hassroun charity dispensary,Hassroun charity dispensary,مستوصف حصرون,Badiaa challita,06-590032,06-591270,71-820936,hasroundisp@gmail.com,New180,Old_list_ifs,No,No,No,Municipality,No,Yes,No,MOPH /  directed by municipality,وزارة الصحة العامة / البلدية
34111_31_001,35.65841113,34.25514898,34111,34007,North,الشمال,El Batroun,البترون,Batroun,Batroun,Batroun health section,Batroun health section, طبابة القضاء البترون,Dr.yousef Dergham,06-740150,,03-854926,bassil-rita@hotmail.com,New180,Old_list_ifs,No,No,No,Municipality,No,Yes,No,MOPH-Municipality, مراكز وزارة الصحة العامة بادارة بلديات
34188_31_001,35.729427,34.324087,34188,34001,North,الشمال,El Batroun,البترون,Chikka,chekka,Chekka charity dispensary,Chekka charity dispensary,مستوصف شكا الخيري,Dr.Emil Mansour,06-545490,,03-749745,ccd-chekka@hotmail.com,New180,Old_list_ifs,Probation,No,No,No,No,Yes,No,Directed by NGO, مؤسسات اهلية
32111_31_001,35.81897084,34.29968884,32111,32020,North,الشمال,El Koura,الكورة,Amioun,kfarsaroun, Najdeh chaabieh/kfarsaroun, Najdeh chaabieh/kfarsaroun,النجدة الشعبية - كفرصارون,Dr.Najah Chammas,06-651088,,03-128103,najde-alkoura@hotmail / sayde.mrad@hotmail.com,New180,Old_list_ifs,No,No,Yes,Najdeh Chaabieh,No,Yes,Yes,UNHCR/CLMC/ MoPH,جمعية النجدة الشعبية / بلدية كفرصارون
